Date,Open,High,Low,Close,Volume,Adj Close
4/13/2016,150.75,151.229996,149.630005,151.229996,3168400,144.599759
4/12/2016,149.610001,150.110001,148.580002,149.630005,3595800,143.069915
4/11/2016,150.259995,151.949997,149.220001,149.25,3846100,142.70657
4/8/2016,149.059998,149.990005,148.119995,149.350006,3293800,142.802192
4/7/2016,149.070007,149.600006,148,148.25,3663000,141.750412
4/6/2016,149.899994,150.149994,147.809998,150.020004,4194600,143.442816
4/5/2016,151.429993,151.600006,149.649994,150,3337000,143.423688
4/4/2016,152.339996,153.520004,151.910004,152.070007,3931200,145.402942
4/1/2016,150.509995,152.960007,150.25,152.520004,3925500,145.83321
3/31/2016,149.789993,153.100006,149.360001,151.449997,6780600,144.810114
3/30/2016,149.949997,150.410004,148.320007,148.410004,3331200,141.903401
3/29/2016,147.589996,149.759995,147.5,149.330002,3138500,142.783064
3/28/2016,147.75,148.649994,147.229996,148.399994,3265100,141.89383
3/24/2016,144.979996,148.220001,144.490005,147.949997,5044500,141.463562
3/23/2016,148,148.029999,145.130005,145.399994,4764200,139.025356
3/22/2016,148.059998,149.279999,147.839996,148.100006,4081900,141.606994
3/21/2016,147.300003,148.710007,146.720001,148.630005,3721600,142.113757
3/18/2016,147.399994,147.509995,145.509995,147.089996,12089700,140.641265
3/17/2016,144.779999,147.320007,144.449997,147.039993,5821600,140.593455
3/16/2016,142.619995,144.880005,142.110001,144.789993,4221900,138.442099
3/15/2016,141.740005,143.330002,141.539993,142.960007,3707500,136.692343
3/14/2016,142.009995,143.190002,141.039993,142.779999,4048800,136.520227
3/11/2016,141.729996,142.919998,140.509995,142.360001,4421900,136.118642
3/10/2016,141.240005,141.470001,138.089996,140.190002,4020600,134.043782
3/9/2016,139.309998,142.169998,139.229996,140.410004,4406500,134.254137
3/8/2016,139.710007,140.350006,137.419998,139.070007,5579100,132.972889
3/7/2016,137.279999,140.509995,136.869995,140.149994,5171000,134.005527
3/4/2016,137.539993,139.419998,137.020004,137.800003,3968400,131.758565
3/3/2016,137.220001,137.960007,136.070007,137.800003,5156400,131.758565
3/2/2016,133.699997,137.440002,133.220001,136.300003,5217200,130.324328
3/1/2016,132.240005,134.639999,132.029999,134.369995,3788500,128.478935
2/29/2016,132,133.360001,130.899994,131.029999,4428000,125.285371
2/26/2016,134.509995,134.919998,131.949997,132.029999,4386200,126.241529
2/25/2016,133.289993,134.509995,130.880005,134.5,4358300,128.603241
2/24/2016,131.550003,133.490005,129.679993,132.800003,4122600,126.977775
2/23/2016,133.139999,133.410004,132.009995,132.399994,3439700,126.595303
2/22/2016,133.080002,134.309998,132.410004,133.770004,4457400,127.905249
2/19/2016,132.360001,133.649994,130.839996,133.080002,5125300,127.245498
2/18/2016,130,134,129.75,132.449997,9951600,126.643114
2/17/2016,123.709999,126.57,123.25,126.099998,4821000,120.571513
2/16/2016,121.830002,123.089996,121.339996,122.739998,4061400,117.358821
2/12/2016,119.260002,121.050003,118.349998,121.040001,4936500,115.733356
2/11/2016,118.779999,119.660004,116.900002,117.849998,7307600,112.68321
2/10/2016,125,125.290001,119.839996,120.190002,6469100,114.920623
2/9/2016,126.120003,126.93,123.769997,124.07,5957200,118.630513
2/8/2016,126,127.510002,124.129997,126.980003,7364000,121.412936
2/5/2016,127.220001,128.639999,125.849998,128.570007,7177700,121.690225
2/4/2016,125.080002,128.5,125,127.650002,5266500,120.819449
2/3/2016,123.989998,125.449997,122.290001,124.720001,6223500,118.046233
2/2/2016,123.669998,124.139999,122.639999,122.940002,3287300,116.361482
2/1/2016,124.400002,125.290001,123.709999,124.830002,3574900,118.150347
1/29/2016,123.279999,124.790001,122.959999,124.790001,8248100,118.112487
1/28/2016,121.260002,122.830002,121.010002,122.220001,3942500,115.680008
1/27/2016,122.730003,123.370003,120.650002,120.959999,5026400,114.487428
1/26/2016,122.25,123.610001,122.239998,122.589996,4617800,116.030204
1/25/2016,122.099998,124.230003,121.639999,122.080002,5446000,115.5475
1/22/2016,124.669998,124.739998,121.769997,122.5,9238400,115.945024
1/21/2016,121.300003,125.099998,120.580002,122.910004,8851600,116.333088
1/20/2016,118.459999,123.989998,118,121.860001,16157800,115.339271
1/19/2016,130.110001,132.100006,128.059998,128.110001,9979600,121.254833
1/15/2016,130.009995,130.880005,128.869995,130.029999,8895400,123.072092
1/14/2016,131.929993,133.789993,131.220001,132.910004,5709600,125.797988
1/13/2016,133.5,134.279999,131.100006,131.169998,4700100,124.15109
1/12/2016,133.649994,133.779999,131.130005,132.899994,5078700,125.788514
1/11/2016,131.809998,133.820007,131.759995,133.229996,4974400,126.100857
1/8/2016,133.179993,133.820007,131.320007,131.630005,4762700,124.586482
1/7/2016,133.699997,135.020004,132.429993,132.860001,7025800,125.750661
1/6/2016,134.380005,135.580002,133.619995,135.169998,4310900,127.93705
1/5/2016,136.759995,136.889999,134.850006,135.850006,3924800,128.580671
1/4/2016,135.600006,135.970001,134.240005,135.949997,5229400,128.675311
12/31/2015,139.070007,139.100006,137.570007,137.619995,3443300,130.255948
12/30/2015,139.580002,140.440002,139.220001,139.339996,2989400,131.883912
12/29/2015,138.25,140.059998,138.199997,139.779999,3943700,132.30037
12/28/2015,137.740005,138.039993,136.539993,137.610001,3143400,130.246488
12/24/2015,138.429993,138.880005,138.110001,138.25,1495200,130.852241
12/23/2015,138.300003,139.309998,138.110001,138.539993,5164900,131.126717
12/22/2015,135.880005,138.190002,135.649994,137.929993,4263800,130.549357
12/21/2015,135.830002,135.830002,134.020004,135.5,5617500,128.249394
12/18/2015,136.410004,136.960007,134.270004,134.899994,10026100,127.681494
12/17/2015,139.350006,139.5,136.309998,136.75,4089500,129.432506
12/16/2015,139.119995,139.649994,137.789993,139.289993,4345500,131.836584
12/15/2015,137.399994,138.970001,137.279999,137.789993,4238500,130.416849
12/14/2015,135.309998,136.139999,134.020004,135.929993,5143800,128.656377
12/11/2015,135.229996,135.440002,133.910004,134.570007,5333800,127.369165
12/10/2015,137.029999,137.850006,135.720001,136.779999,4754800,129.4609
12/9/2015,137.380005,139.839996,136.229996,136.610001,4615000,129.299998
12/8/2015,138.279999,139.059998,137.529999,138.050003,3905200,130.662946
12/7/2015,140.160004,140.410004,138.809998,139.550003,3279400,132.082681
12/4/2015,138.089996,141.020004,137.990005,140.429993,4571600,132.915582
12/3/2015,140.100006,140.729996,138.190002,138.919998,5909600,131.486388
12/2/2015,140.929993,141.210007,139.5,139.699997,3725400,132.224649
12/1/2015,139.580002,141.399994,139.580002,141.279999,4195100,133.720105
11/30/2015,138.610001,139.899994,138.520004,139.419998,4545600,131.959633
11/27/2015,138,138.809998,137.210007,138.460007,1415800,131.05101
11/25/2015,138.369995,138.429993,137.380005,138,3238200,130.615619
11/24/2015,137.649994,139.339996,137.309998,138.600006,3407700,131.183518
11/23/2015,138.529999,138.869995,137.119995,138.460007,5137900,131.05101
11/20/2015,137.369995,138.919998,137.25,138.5,5176400,131.088864
11/19/2015,136.210007,137.740005,136.009995,136.740005,4753600,129.423046
11/18/2015,134.789993,135.910004,134.259995,135.820007,4149200,128.552277
